"user","session","task","iteration","digraph_qu","digraph_u!","digraph_!f","digraph_fa","digraph_aB","digraph_B8","digraph_8*","digraph_*e","digraph_en","mean","standard_deviation","kurtosis","skewness"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","8","1976","980","840","593","1129","770","1393","860","727","1029.7777777777778","401.98998820528345","3.704451635728762","1.2924509263635637"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","9","2575","740","748","560","968","784","888","792","649","967.1111111111111","579.4904743622135","6.629737380559882","2.2970301969349447"
"43a2b7d3-9d57-4a08-a564-db94470b0320","0","1","10","2575","740","748","560","968","784","888","792","649","967.1111111111111","579.4904743622135","6.629737380559882","2.2970301969349447"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","0","2083","968","856","745","1093","691","1615","669","390","1012.2222222222222","496.9177838944963","2.9644893927579687","1.0049592442986974"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","1","670","937","879","577","1040","672","1614","1214","829","936.8888888888889","304.011858118303","3.1625553632667533","0.9773737718877697"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","2","733","865","821","561","920","496","1422","632","334","753.7777777777778","295.5461151374511","3.457092654883081","0.8804829946200241"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","3","1358","922","1477","1425","869","1100","1375","872","622","1113.3333333333333","289.41627075508","1.6117394649777124","-0.19859122900952234"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","4","2246","989","938","557","991","624","874","592","478","921","504.73777570360454","5.4060956733318095","1.8403308843370485"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","5","1958","954","816","529","1064","712","1830","1328","694","1098.3333333333333","479.08616715112487","2.1015100648506557","0.7126305142420702"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","6","1676","1041","745","498","1199","1810","2561","1005","800","1259.4444444444443","609.4013658430362","2.7786919420270757","0.855412267902907"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","7","1345","1445","1064","527","1120","1654","2233","1261","810","1273.2222222222222","464.2374339298032","2.9401751299873222","0.46319204550074417"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","8","1383","1205","1379","1020","790","3284","3556","624","502","1527","1054.9600308384515","2.567313429557169","1.078223533293067"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","9","2460","901","805","385","1588","694","974","824","666","1033","589.7681276946428","4.090657309715274","1.4585494357958904"
"43a2b7d3-9d57-4a08-a564-db94470b0320","1","1","10","2460","901","805","385","1588","694","974","824","666","1033","589.7681276946428","4.090657309715274","1.4585494357958904"
"43a2b7d3-9d57-4a08-a564-db94470b0320","2","1","0","2505","827","862","568","1032","893","2893","2409","1151","1460","830.0084336920921","1.7062136833790091","0.6744885658550622"
"43a2b7d3-9d57-4a08-a564-db94470b0320","2","1","1","1988","1077","997","669","1084","1481","2316","1379","746","1304.111111111111","520.440079685654","2.3350850641095025","0.6940504629445445"
"43a2b7d3-9d57-4a08-a564-db94470b0320","2","1","2","2068","1102","1317","1053","906","839","1405","723","492","1100.5555555555557","434.2168201642818","3.2830339397527926","0.8676167330609402"
"43a2b7d3-9d57-4a08-a564-db94470b0320","2","1","3","2049","995","1043","741","1077","763","946","590","482","965.1111111111111","429.4491159728665","4.765637215493069","1.5294433991498688"
"43a2b7d3-9d57-4a08-a564-db94470b0320","2","1","4","1440","874","962","648","793","873","1220","734","404","883.1111111111111","287.7512214259025","2.680637015291229","0.3936279457587071"
"43a2b7d3-9d57-4a08-a564-db94470b0320","2","1","5","2066","1048","1058","578","942","625","907","743","605","952.4444444444445","431.33722592553477","5.089205777119988","1.7224137462495326"
"43a2b7d3-9d57-4a08-a564-db94470b0320","2","1","6","647","627","704","553","889","823","1149","1225","679","810.6666666666666","223.1232843071292","2.2104179224054064","0.7918016851761033"
"43a2b7d3-9d57-4a08-a564-db94470b0320","2","1","7","1729","732","930","608","961","577","1349","510","358","861.5555555555555","414.17149188634176","2.693500550537006","0.8714012226706283"
"43a2b7d3-9d57-4a08-a564-db94470b0320","2","1","8","1689","595","1429","1032","942","677","1258","578","401","955.6666666666666","410.5909021019449","1.8989828687549484","0.37790647939018646"
"43a2b7d3-9d57-4a08-a564-db94470b0320","2","1","9","5254","649","820","609","840","840","576","482","376","1160.6666666666667","1455.310199846678","6.976532505839205","2.4218464774323065"
"43a2b7d3-9d57-4a08-a564-db94470b0320","2","1","10","5254","649","820","609","840","840","576","482","376","1160.6666666666667","1455.310199846678","6.976532505839205","2.4218464774323065"
"4dfc506d-5928-4039-b257-1767b88d3276","0","1","0","515","393","1277","1047","1024","593","1432","359","201","760.1111111111111","417.24265373852353","1.5872649993889723","0.26802134094756597"
"4dfc506d-5928-4039-b257-1767b88d3276","0","1","1","537","330","643","410","701","356","1255","588","248","563.1111111111111","283.8976515281694","4.186642861947299","1.349528376663328"
"4dfc506d-5928-4039-b257-1767b88d3276","0","1","2","450","447","2536","277","522","399","785","409","214","671","676.5231374872227","6.461423466535335","2.2493669590105436"
"4dfc506d-5928-4039-b257-1767b88d3276","0","1","3","509","395","2015","143","924","688","741","456","156","669.6666666666666","534.1839050780587","4.687317230030999","1.556647209477095"
"4dfc506d-5928-4039-b257-1767b88d3276","0","1","4","469","696","1317","982","323","245","9816","9927","9797","3730.222222222222","4336.113435831108","1.499906715558163","0.6914228433589621"
"4dfc506d-5928-4039-b257-1767b88d3276","0","1","5","444","530","540","320","439","321","8214","8582","8395","3087.222222222222","3756.266964177711","1.5048015656992728","0.7076415132471887"
"4dfc506d-5928-4039-b257-1767b88d3276","1","1","0","491","332","753","489","368","343","943","295","190","467.1111111111111","225.8679281962234","2.7924706980451135","0.9588166780457726"
"4dfc506d-5928-4039-b257-1767b88d3276","1","1","1","486","463","530","286","377","477","8074","8275","8017","2998.3333333333335","3624.1517628267165","1.5028431260809259","0.7070256195775088"
"4dfc506d-5928-4039-b257-1767b88d3276","1","1","2","455","350","495","269","474","481","11968","12940","12807","4471","5733.82025064151","1.5163532905040151","0.7125363364906061"
"4dfc506d-5928-4039-b257-1767b88d3276","1","1","3","451","303","607","2650","631","355","546","1180","978","855.6666666666666","688.6263298932319","5.225615918860178","1.8360440026734413"
"4dfc506d-5928-4039-b257-1767b88d3276","1","1","4","467","351","459","260","590","1681","641","646","189","587.1111111111111","415.6727998597092","5.478500642306095","1.8474847896907645"
"4dfc506d-5928-4039-b257-1767b88d3276","1","1","5","478","323","467","242","383","288","6686","6908","6823","2510.8888888888887","3038.1723469672593","1.5026981972001687","0.7062931961923252"
"4dfc506d-5928-4039-b257-1767b88d3276","1","1","6","598","278","587","392","331","298","5884","827","262","1050.7777777777778","1718.1485369611466","6.97819452149667","2.424248702394731"
"4dfc506d-5928-4039-b257-1767b88d3276","1","1","7","462","407","479","227","296","253","11178","13402","13388","4454.666666666667","5831.095037240719","1.588025331035043","0.7389864903404287"
"4dfc506d-5928-4039-b257-1767b88d3276","1","1","8","447","358","538","216","311","506","693","2355","170","621.5555555555555","632.0181275724984","6.3459660216710025","2.1982074303770363"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","0","1","0","476","689","1012","916","930","1575","1583","616","564","929","386.73763716504243","2.13538295555353","0.6988421548318692"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","0","1","1","496","714","1012","894","1420","1659","1200","661","549","956.1111111111111","379.89163497106335","2.0126464036667513","0.5203568076500514"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","0","1","2","845","1283","1772","1650","2105","1001","1281","468","436","1204.5555555555557","542.3322292779402","1.8779934148111042","0.06521972601820056"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","0","1","3","516","766","1988","1877","899","894","1136","472","386","992.6666666666666","550.7080291164577","2.2431190772897778","0.7946146154998079"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","0","1","4","483","697","1761","1662","1092","1313","2072","566","372","1113.111111111111","586.8629301339727","1.5857545440373049","0.23853989482096954"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","0","1","5","924","909","1381","1086","914","1307","1335","581","499","992.8888888888889","299.36801745768236","1.8618764362038644","-0.25451638610733285"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","0","1","6","505","741","1049","908","858","1465","1534","916","700","964","321.43912504720254","2.294648487102796","0.615202708826676"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","0","1","7","499","834","1093","931","839","1069","1362","554","533","857.1111111111111","276.2733929540103","2.0225217440504553","0.23134289587750548"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","0","1","8","472","686","950","882","918","1227","1283","611","553","842.4444444444445","270.7730132257608","1.8401862503753912","0.2955246496057509"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","0","1","9","495","611","616","536","885","652","722","531","465","612.5555555555555","122.87221104429425","3.1192841163203577","0.9443450586647677"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","0","1","10","495","611","616","536","885","652","722","531","465","612.5555555555555","122.87221104429425","3.1192841163203577","0.9443450586647677"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","1","0","656","716","1050","903","1062","1174","1019","819","667","896.2222222222222","180.1553513423455","1.5481035378627026","-0.014129209838535514"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","1","1","454","725","1110","880","909","1284","1144","670","592","863.1111111111111","261.75282846585736","1.8106444764884342","0.08447614110759073"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","1","2","549","732","1191","933","1078","1108","1127","488","422","847.5555555555555","286.19073325750634","1.4098086361539428","-0.2789348942269274"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","1","3","451","886","1035","883","1408","1284","1314","806","682","972.1111111111111","299.40438816811115","1.948855121701868","-0.07654178566764253"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","1","4","446","811","741","598","827","793","1649","600","548","779.2222222222222","331.81647463546193","5.4042698608062345","1.815723468513778"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","1","5","501","708","841","700","1062","1012","877","659","600","773.3333333333334","177.18289358111798","1.9104507529629402","0.22970910180831788"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","1","6","459","656","782","588","809","1024","1121","643","546","736.4444444444445","207.7376075250866","2.182616304965","0.5980350071424407"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","1","7","1006","855","1962","1807","1003","1561","1739","594","544","1230.111111111111","511.51375444620675","1.4397284780141253","0.07962996899140723"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","1","8","704","742","898","743","699","1093","1056","709","594","804.2222222222222","162.47240981353505","2.1268151590515374","0.7272500373295065"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","1","9","455","784","1564","1373","728","1018","948","462","398","858.8888888888889","387.37792182955866","2.0458391744507454","0.5012126816281001"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","1","1","10","455","784","1564","1373","728","1018","948","462","398","858.8888888888889","387.37792182955866","2.0458391744507454","0.5012126816281001"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","1","0","508","1028","984","841","876","847","810","551","466","767.8888888888889","195.83067768096922","1.6656559041220442","-0.3751026639647169"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","1","1","386","1028","1032","855","885","771","935","454","391","748.5555555555555","251.59451995052638","1.5358848530752152","-0.4471604976443862"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","1","2","401","1913","968","337","2562","729","1227","532","484","1017","721.1453852495117","2.8121862355058034","1.0603096570234016"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","1","3","531","793","1026","887","995","1602","1711","725","631","989","388.00085910557806","2.352316736685655","0.83282592148257"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","1","4","472","712","1386","1368","999","1469","1504","493","384","976.3333333333334","441.15882753392924","1.2771895212308642","-0.09335494443417439"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","1","5","471","982","999","853","894","1813","1931","434","377","972.6666666666666","531.5074996857733","2.249607720351814","0.7233134965854193"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","1","6","427","779","1149","1087","766","1391","1540","505","390","892.6666666666666","397.1590781202582","1.683095683871982","0.22958807494745903"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","1","7","421","747","1028","921","828","3942","2020","541","328","1197.3333333333333","1077.2095638474643","4.818595034272938","1.7473799344645946"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","1","8","383","1260","942","620","994","1474","1433","691","618","935","366.91415889823605","1.6761536986639043","0.15474964137382063"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","1","9","409","724","795","712","841","1203","936","415","355","710","262.96641103634","2.1770140269348253","0.22332324738381576"
"5b834c47-8cef-4bdb-af3a-0fb64c36ff07","2","1","10","409","724","795","712","841","1203","936","415","355","710","262.96641103634","2.1770140269348253","0.22332324738381576"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","1","0","748","602","508","340","634","540","602","1050","814","648.6666666666666","191.40184603777118","3.013974129103673","0.5777513882402744"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","1","1","748","602","508","340","634","540","602","1050","814","648.6666666666666","191.40184603777118","3.013974129103673","0.5777513882402744"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","1","2","799","482","478","359","363","1111","10187","10530","10577","3876.222222222222","4641.564505824344","1.5037856284856244","0.7014309727901227"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","1","3","897","511","510","479","467","1113","9076","9362","9331","3527.3333333333335","4056.8431350278042","1.5025607246460704","0.7002262009145044"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","1","4","888","542","601","451","374","357","17777","17999","17898","6320.777777777777","8183.10103917115","1.500349555421906","0.7062215627812639"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","1","5","652","617","508","373","346","1022","10262","9839","9783","3711.3333333333335","4424.9655868090595","1.5069222907539077","0.7041889096519386"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","1","6","867","421","422","391","601","376","10579","10772","10718","3905.222222222222","4799.680261984537","1.500746392469673","0.7046350354480616"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","1","7","740","617","449","418","482","392","8056","8401","8375","3103.3333333333335","3661.0724597521357","1.5053405807205744","0.7066556062470946"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","0","1","8","863","560","482","437","389","360","8985","8914","8871","3317.8888888888887","3966.125521755582","1.5002456120527758","0.7034962706874595"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","1","0","582","343","376","300","344","720","2205","1049","188","678.5555555555555","594.2610932187806","4.953629348262765","1.7638384586941196"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","1","1","412","330","360","285","390","1110","8028","7890","7863","2963.1111111111113","3517.907757127","1.4996644433055788","0.6943375745090328"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","1","1","2","608","435","539","465","496","1408","1038","721","225","659.4444444444445","338.0043100024716","3.1926805008396646","1.0560355670581747"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","1","0","611","390","657","526","241","331","9240","9138","9104","3359.777777777778","4103.817837027635","1.5006036694396507","0.7044725996530375"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","1","1","537","421","392","299","316","360","11595","9885","9842","3738.5555555555557","4762.925877397238","1.594211189674917","0.738699331918724"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","1","2","592","390","419","361","511","632","8537","8429","8342","3134.777777777778","3749.7389472921323","1.5013498437247983","0.7060193371782286"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","1","3","605","1275","362","586","613","362","6225","6432","6395","2539.4444444444443","2707.010943257079","1.4999863264494744","0.6824842640660613"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","1","4","575","401","558","449","375","361","8836","8968","8929","3272.4444444444443","3987.790591601963","1.5005682007879917","0.7063537712491454"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","1","5","642","421","481","373","361","392","9329","9359","9529","3431.8888888888887","4225.137616284612","1.501286658820348","0.7064755597788408"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","1","6","572","378","539","419","331","480","9331","9450","9367","3429.6666666666665","4210.084981987366","1.5004213391528545","0.7063790753028683"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","1","7","676","814","375","268","692","481","6286","6255","6243","2454.4444444444443","2696.4470084049126","1.5002331957472657","0.6964096218368951"
"5bb2e225-97b1-4e34-ad76-4fe1249d664c","2","1","8","713","855","387","299","721","690","5564","5460","5435","2236","2304.251191939706","1.5024100733087211","0.691844506426616"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","0","66439","3062","1501","1888","1591","1814","23336","22344","22282","16028.555555555555","20174.88924442192","4.467240318500468","1.5565202241343672"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","1","3462","2831","1964","2565","1797","1931","23314","22945","22896","9300.555555555555","9736.152161587259","1.5008711067922347","0.6997197307644785"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","2","2998","2641","1190","1263","4438","4697","19986","16484","16361","7784.222222222223","7104.22049485418","1.6770360552781072","0.6908571670115091"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","3","2962","2016","1449","1568","1838","1688","17684","16661","16643","6945.444444444444","7124.082414382471","1.5135365524319258","0.7019761763692491"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","4","1463","2641","1373","908","1459","1144","31689","32007","31974","11628.666666666666","14334.13451249228","1.500166966769067","0.7041655704662707"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","5","1860","2185","1161","1505","1706","1688","16864","16258","16246","6608.111111111111","6970.189977395713","1.5052446341722256","0.7046572708276221"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","6","2037","1802","1334","1247","1720","1122","17216","16840","16872","6687.777777777777","7280.504542616653","1.5016280217553981","0.7033589473710287"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","7","2630","1868","1657","1631","1153","1082","19895","19599","19560","7675","8502.856173728396","1.5006646475916892","0.6998386769588619"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","8","1826","5938","1061","1448","2020","1955","16729","16124","16147","7027.555555555556","6714.896890266714","1.4691404475819487","0.601827269290977"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","9","3722","2752","1301","1266","1329","1623","81198272","81199131","81199270","27067629.555555556","38276582.04987236","1.500000000398856","0.7071067800846754"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","10","3722","2752","1301","1266","1329","1623","81198272","81199131","81199270","27067629.555555556","38276582.04987236","1.500000000398856","0.7071067800846754"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","11","2678","3011","1146","1380","2122","1777","3129","1688","1639","2063.3333333333335","677.1131531894963","1.7042170784368884","0.37578897250762644"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","12","3261","2392","1156","1127","1359","1382","16982","15559","15520","6526.444444444444","6755.3268382335145","1.5286295596235961","0.6903738488441932"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","13","2597","2023","1363","1075","1279","1226","12908","13131","13000","5400.222222222223","5401.309240005875","1.4992382089452343","0.6868967907506139"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","14","2147","1296","1513","1304","1015","1104","18274","17852","17838","6927","7828.048671284562","1.5018054923397952","0.7031321686941584"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","15","2481","1856","1086","1015","1108","1606","21612","21541","21594","8211","9464.706311109476","1.499808316415662","0.7006653960798068"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","16","1301","2364","895","770","906","5162","22999","21881","21887","8685","9684.191057824317","1.4991906247921418","0.659839367805543"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","17","2024","1650","1278","2743","3007","1638","13115","12927","12878","5695.555555555556","5171.51130094506","1.4999654574630317","0.677402904272898"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","18","2579","1584","767","703","1671","925","17998","18790","18782","7088.777777777777","8106.166072506887","1.505468545471368","0.6955686807110968"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","0","1","19","2316","1970","1239","1062","1132","2159","19469","17734","17741","7202.444444444444","7882.846145779117","1.5334028112618323","0.7097023037439453"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","1","1","0","4061","4687","1191","1121","1582","1976","23076","23220","23139","9339.222222222223","9829.86358871981","1.4967471542463775","0.6650103479937256"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","1","1","1","2205","2931","2636","1253","1475","1936","22824","18504","18584","8038.666666666667","8531.064828678253","1.6824487543399753","0.7586090543515195"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","1","1","2","2874","1994","1458","1576","1703","1667","15288","15153","15334","6338.555555555556","6319.255232332212","1.4994074441077834","0.695728373585706"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","1","1","3","2126","1882","1106","926","1103","1206","1958","841","987","1348.3333333333333","467.4690720607443","1.6463913354073387","0.6133780451621235"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","1","1","4","2880","1387","1078","1463","1587","1291","13271","13325","13411","5521.444444444444","5546.357365396802","1.4972029277452008","0.684699101662708"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","1","1","5","2549","1813","1380","1045","1282","832","13205","12887","12934","5325.222222222223","5453.131287572873","1.500407340062142","0.6857460140670235"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","1","1","6","2160","1628","884","919","1204","1277","15045","14595","14718","5825.555555555556","6347.125703131933","1.502247072458739","0.6980356808154576"
"64d50c85-15cf-4c7f-a23e-29347123ef5f","1","1","7","3213","1870","735","700","1536","1626","14939","14985","15108","6079.111111111111","6352.855428763151","1.4974507437317635","0.6714649023220038"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","0","1","0","5944","2440","18873","24195","1154","1017","1353","1513","679","6352","8344.582926798812","2.9773071706750476","1.3138409939582116"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","0","1","1","2277","872","1720","1583","1154","1017","1353","1513","679","1352","460.0833257863913","2.5450216892036006","0.45295810744044523"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","0","1","2","2042","575","1438","1170","1295","1282","1477","1014","513","1200.6666666666667","441.73546633955283","2.59202868950164","0.07055514772158493"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","0","1","3","1787","1177","1939","1701","1018","1505","2348","1682","626","1531.4444444444443","489.82697877495735","2.3840404946349905","-0.26953541906080725"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","0","1","4","1541","673","1517","1548","1149","876","802","1461","1050","1179.6666666666667","328.03861561306064","1.4363891443587582","-0.17734980156494762"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","0","1","5","839","1095","1872","1598","769","1394","1640","1060","563","1203.3333333333333","420.79290234825334","1.7143417960575358","0.07989098190977008"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","0","1","6","1667","514","1190","1132","1348","783","570","928","836","996.4444444444445","352.71458751647","2.2197573967913073","0.3815598838149975"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","0","1","7","746","971","1947","1666","770","564","496","571","477","912","504.49182352145215","2.685913768331367","1.1198116830764224"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","0","1","8","385","766","1229","776","1621","924","867","562","461","843.4444444444445","366.1332820803288","2.8415214183495134","0.7982187795314245"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","0","1","9","2165","592","1650","1378","1116","1569","1616","813","450","1261","530.212326442069","1.9534318377201425","-0.0392159280092908"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","0","1","10","2165","592","1650","1378","1116","1569","1616","813","450","1261","530.212326442069","1.9534318377201425","-0.0392159280092908"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","1","1","0","2851","1972","2001","1694","1240","8551","4733","2568","1597","3023","2181.9304398730137","4.716465645951918","1.7187515183697488"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","1","1","1","568","844","1109","844","2558","999","1455","1755","1104","1248.4444444444443","568.3197674062476","3.4948168732208633","1.1597705328928893"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","1","1","2","580","1115","916","597","1345","1055","729","1322","992","961.2222222222222","267.6638761904265","1.7513221200623308","-0.04844713802136562"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","1","1","3","795","821","1462","1333","547","540","1304","2331","2404","1281.888888888889","661.2487251732209","2.0304661845543013","0.597583260170271"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","1","1","4","695","1118","908","622","1493","475","490","787","14172","2306.6666666666665","4206.0488716978925","7.0541122965375935","2.4502887789369225"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","1","1","5","1685","469","1396","1151","1145","979","693","1322","1127","1107.4444444444443","343.5811762762303","2.5215605394258938","-0.2926901674326943"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","1","1","6","15123","610","1540","1397","552","926","742","809","625","2480.4444444444443","4481.8751807477265","7.052209901050915","2.4496316978559993"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","1","1","7","522","688","764","566","817","1017","646","524","1846","821.1111111111111","392.0395230768462","5.296837560544526","1.8561108827576276"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","1","1","8","570","767","1422","1105","817","2004","1652","1012","12410","2417.6666666666665","3558.9502509713298","6.928042389983744","2.4063151174543917"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","1","1","9","630","761","833","590","943","1078","806","628","415","742.6666666666666","189.0338006224754","2.3270463096328613","0.08337920075729871"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","1","1","10","630","761","833","590","943","1078","806","628","415","742.6666666666666","189.0338006224754","2.3270463096328613","0.08337920075729871"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","2","1","0","12446","3254","2474","2304","1325","1108","1651","2046","1114","3080.222222222222","3377.487652013871","6.608635612276432","2.2960079314277992"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","2","1","1","5774","1627","1970","1832","1435","1399","1262","2293","2122","2190.4444444444443","1308.5492485200812","6.309532567202998","2.184775346444467"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","2","1","2","3189","931","3587","3228","1177","1570","1741","2116","1346","2098.3333333333335","934.9089082186919","1.59209154462804","0.4142273011210138"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","2","1","3","2045","573","1720","1789","1244","748","2164","2427","590","1477.7777777777778","670.2566304165025","1.5018200445848826","-0.1610872298020143"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","2","1","4","1957","803","1218","1080","927","1992","1671","754","590","1221.3333333333333","498.4348837444399","1.6771390252616523","0.44106595437163926"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","2","1","5","2466","624","2284","1849","848","962","646","848","693","1246.6666666666667","697.5836070958727","1.8447620794334953","0.7757355549032064"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","2","1","6","1794","718","1743","1346","820","723","443","769","599","995","473.17368199566357","1.924226343300358","0.7166071717509706"
"6f2e2139-b4e8-4092-8b40-a79c691b9e4d","2","1","7","1694","626","2631","2358","896","1072","615","701","565","1239.7777777777778","749.1660219170793","2.099784288514894","0.8457682211773748"
